#BGC Name	Family Number
NZ_KK316642.1.cluster037	8152
NZ_KK316644.1.cluster036	8152
NZ_KK316672.1.cluster036	8152
NZ_KK316676.1.cluster036	8152
NZ_KK316684.1.cluster037	8152
NZ_KK316688.1.cluster023	8152
NZ_KK316788.1.cluster036	8152
NZ_KK316797.1.cluster036	8152
NZ_KK316800.1.cluster036	8152
NZ_KK316803.1.cluster010	8152
NZ_KK316818.1.cluster036	8152
NZ_KK316823.1.cluster036	8152
NZ_KK316833.1.cluster036	8152
NZ_KK316839.1.cluster036	8152
NZ_KK316846.1.cluster015	8152
NZ_KK316877.1.cluster037	8152
NZ_KK316884.1.cluster008	8152
NZ_KK316953.1.cluster024	8152
NZ_KK316975.1.cluster031	8152
NZ_KK316995.1.cluster036	8152
NZ_KK317002.1.cluster036	8152
NZ_KK317015.1.cluster036	8152
NZ_KK317037.1.cluster037	8152
NZ_KK317040.1.cluster036	8152
NZ_KK317046.1.cluster036	8152
NZ_KK317050.1.cluster037	8152
NZ_KK317053.1.cluster037	8152
NZ_KK317059.1.cluster036	8152
NZ_KK317063.1.cluster037	8152
NZ_KK317068.1.cluster037	8152
NZ_KK317073.1.cluster037	8152
NZ_KK317097.1.cluster014	8152
NZ_KK317180.1.cluster018	8152
NZ_KK317408.1.cluster012	8152
NZ_KK317567.1.cluster009	8152
NZ_KK317636.1.cluster035	8152
NZ_KK317720.1.cluster015	8152
NZ_KK317882.1.cluster024	8152
NZ_KK317960.1.cluster016	8152
NZ_KK318104.1.cluster010	8152
NZ_KK318169.1.cluster005	8152
NZ_KK318246.1.cluster026	8152
NZ_KK318707.1.cluster004	8152
NZ_KK318777.1.cluster018	8152
NZ_KK318935.1.cluster026	8152
NZ_KK319009.1.cluster023	8152
NZ_KK319164.1.cluster015	8152
NZ_KK319312.1.cluster011	8152
NZ_KK319462.1.cluster017	8152
NZ_KK319694.1.cluster003	8152
NZ_KK319835.1.cluster008	8152
NZ_KK320308.1.cluster011	8152
NZ_KK320524.1.cluster021	8152
NZ_KK321051.1.cluster006	8152
NZ_KK321198.1.cluster004	8152
NZ_KK322482.1.cluster011	8152
NZ_KK322490.1.cluster045	8152
NZ_KK322507.1.cluster003	8152
NZ_KK322508.1.cluster049	8152
NZ_KK322516.1.cluster037	8152
NZ_KK322520.1.cluster036	8152
NZ_KK322558.1.cluster029	8152
NZ_KK322562.1.cluster007	8152
NZ_KK322595.1.cluster011	8152
NZ_KK322619.1.cluster036	8152
NZ_KK322628.1.cluster038	8152
NZ_KK322630.1.cluster026	8152
NZ_KK322640.1.cluster038	8152
NZ_KK322643.1.cluster020	8152
NZ_KK322664.1.cluster046	8152
NZ_KK322667.1.cluster037	8152
NZ_KK322692.1.cluster037	8152
NZ_KK322726.1.cluster031	8152
NZ_KK322731.1.cluster031	8152
NZ_KK322751.1.cluster037	8152
NZ_KK322763.1.cluster024	8152
NZ_KK322769.1.cluster012	8152
NZ_KK322786.1.cluster031	8152
NZ_KK322802.1.cluster037	8152
NZ_KK322805.1.cluster007	8152
NZ_KK322817.1.cluster036	8152
NZ_KK322844.1.cluster036	8152
NZ_KK322849.1.cluster037	8152
NZ_KK322990.1.cluster026	8152
NZ_KK323274.1.cluster012	8152
NZ_KK323423.1.cluster014	8152
NZ_KK323496.1.cluster007	8152
NZ_KK323567.1.cluster015	8152
NZ_KK323642.1.cluster025	8152
NZ_KK323715.1.cluster018	8152
NZ_KK323853.1.cluster021	8152
NZ_KK324058.1.cluster035	8152
NZ_KK324415.1.cluster014	8152
NZ_KK324761.1.cluster015	8152
NZ_KK324842.1.cluster006	8152
NZ_KK325006.1.cluster010	8152
NZ_KK325217.1.cluster013	8152
NZ_KK325968.1.cluster006	8152
NZ_KK326822.1.cluster014	8152
NZ_KK327213.1.cluster001	8152
NZ_KK327391.1.cluster028	8152
NZ_KK327492.1.cluster027	8152
NZ_KK327620.1.cluster036	8152
NZ_KK327704.1.cluster036	8152
NZ_KK327755.1.cluster036	8152
NZ_KK327758.1.cluster009	8152
NZ_KK327765.1.cluster036	8152
NZ_KK327800.1.cluster036	8152
NZ_KK327809.1.cluster007	8152
NZ_KK327840.1.cluster036	8152
NZ_KK327845.1.cluster036	8152
NZ_KK327850.1.cluster036	8152
NZ_KK327855.1.cluster008	8152
NZ_KK327964.1.cluster036	8152
NZ_KK327980.1.cluster008	8152
NZ_KK328023.1.cluster005	8152
NZ_KK328041.1.cluster036	8152
NZ_KK328070.1.cluster037	8152
NZ_KK328092.1.cluster037	8152
NZ_KK328101.1.cluster036	8152
NZ_KK328105.1.cluster036	8152
NZ_KK328164.1.cluster036	8152
NZ_KK328184.1.cluster008	8152
NZ_KK328188.1.cluster037	8152
NZ_KK328241.1.cluster036	8152
NZ_KK328262.1.cluster036	8152
NZ_KK328288.1.cluster035	8152
NZ_KK328295.1.cluster036	8152
NZ_KK328316.1.cluster036	8152
NZ_KK328322.1.cluster007	8152
NZ_KK328327.1.cluster008	8152
NZ_KK328337.1.cluster007	8152
NZ_KK328341.1.cluster036	8152
NZ_KK328356.1.cluster037	8152
NZ_KK328401.1.cluster008	8152
NZ_KK328412.1.cluster036	8152
NZ_KK328417.1.cluster008	8152
NZ_KK328423.1.cluster036	8152
NZ_KK328434.1.cluster007	8152
NZ_KK328438.1.cluster036	8152
NZ_KK328467.1.cluster007	8152
NZ_KK328904.1.cluster016	8152
NZ_KK331785.1.cluster006	8152
NZ_KK332229.1.cluster006	8152
NZ_KK333037.1.cluster009	8152
NZ_KK334018.1.cluster009	8152
NZ_KK338841.1.cluster037	8152
NZ_KK338848.1.cluster036	8152
NZ_KK338855.1.cluster036	8152
NZ_KK338859.1.cluster036	8152
NZ_KK338900.1.cluster008	8152
NZ_KK338904.1.cluster036	8152
NZ_KK338907.1.cluster008	8152
NZ_KK338911.1.cluster036	8152
NZ_KK338913.1.cluster032	8152
NZ_KK338921.1.cluster008	8152
NZ_KK338942.1.cluster037	8152
NZ_KK338962.1.cluster014	8152
NZ_KK339081.1.cluster035	8152
NZ_KK339087.1.cluster030	8152
NZ_KK339104.1.cluster006	8152
NZ_KK339110.1.cluster036	8152
NZ_KK339121.1.cluster008	8152
NZ_KK339124.1.cluster036	8152
NZ_KK339126.1.cluster036	8152
NZ_KK339133.1.cluster036	8152
NZ_KK339137.1.cluster021	8152
NZ_KK339141.1.cluster007	8152
NZ_KK339145.1.cluster036	8152
NZ_KK339149.1.cluster036	8152
NZ_KK339153.1.cluster024	8152
NZ_KK339163.1.cluster001	8152
NZ_KK339190.1.cluster037	8152
NZ_KK339192.1.cluster036	8152
NZ_KK339196.1.cluster036	8152
NZ_KK339242.1.cluster008	8152
NZ_KK339248.1.cluster037	8152
NZ_KK339256.1.cluster030	8152
NZ_KK339262.1.cluster036	8152
NZ_KK339266.1.cluster036	8152
NZ_KK339271.1.cluster036	8152
NZ_KK339277.1.cluster036	8152
NZ_KK339284.1.cluster036	8152
NZ_KK339295.1.cluster036	8152
NZ_KK339303.1.cluster036	8152
NZ_KK339308.1.cluster037	8152
NZ_KK339316.1.cluster008	8152
NZ_KK339319.1.cluster036	8152
NZ_KK339323.1.cluster038	8152
NZ_KK339326.1.cluster032	8152
NZ_KK339334.1.cluster036	8152
NZ_KK339339.1.cluster036	8152
NZ_KK339346.1.cluster030	8152
NZ_KK339357.1.cluster036	8152
NZ_KK339360.1.cluster036	8152
NZ_KK339400.1.cluster008	8152
NZ_KK339422.1.cluster029	8152
NZ_KK339426.1.cluster036	8152
NZ_KK339429.1.cluster016	8152
NZ_KK339433.1.cluster031	8152
NZ_KK339458.1.cluster032	8152
NZ_KK339481.1.cluster036	8152
NZ_KK339487.1.cluster036	8152
NZ_KK339489.1.cluster048	8152
NZ_KK339500.1.cluster006	8152
NZ_KK339567.1.cluster017	8152
NZ_KK339602.1.cluster036	8152
NZ_KK339608.1.cluster009	8152
NZ_KK339621.1.cluster036	8152
NZ_KK339662.1.cluster034	8152
NZ_KK339668.1.cluster005	8152
NZ_KK339811.1.cluster035	8152
NZ_KK339817.1.cluster022	8152
NZ_KK339859.1.cluster036	8152
NZ_KK339947.1.cluster021	8152
NZ_KK339964.1.cluster012	8152
NZ_KK339973.1.cluster032	8152
NZ_KK339975.1.cluster016	8152
NZ_KK340046.1.cluster015	8152
NZ_KK340061.1.cluster036	8152
NZ_KK340065.1.cluster036	8152
NZ_KK340068.1.cluster036	8152
NZ_KK340081.1.cluster030	8152
NZ_KK340090.1.cluster036	8152
NZ_KK340161.1.cluster038	8152
NZ_KK340167.1.cluster036	8152
NZ_KK340196.1.cluster036	8152
NZ_KK340220.1.cluster037	8152
NZ_KK340226.1.cluster025	8152
NZ_KK340291.1.cluster035	8152
NZ_KK340296.1.cluster023	8152
NZ_KK340311.1.cluster037	8152
NZ_KK340380.1.cluster036	8152
NZ_KK340389.1.cluster035	8152
NZ_KK340393.1.cluster009	8152
NZ_KK340401.1.cluster005	8152
NZ_KK340417.1.cluster038	8152
NZ_KK340419.1.cluster008	8152
NZ_KK340423.1.cluster019	8152
NZ_KK340431.1.cluster011	8152
NZ_KK341221.1.cluster030	8152
NZ_KK341227.1.cluster035	8152
NZ_KK341410.1.cluster011	8152
NZ_KK341494.1.cluster008	8152
NZ_KK341780.1.cluster037	8152
NZ_KK341783.1.cluster030	8152
NZ_KK341946.1.cluster010	8152
NZ_KK342178.1.cluster031	8152
NZ_KK342184.1.cluster010	8152
NZ_KK342315.1.cluster036	8152
NZ_KK342337.1.cluster031	8152
NZ_KK342350.1.cluster031	8152
NZ_KK342382.1.cluster036	8152
NZ_KK342394.1.cluster036	8152
NZ_KK342406.1.cluster036	8152
NZ_KK342414.1.cluster036	8152
NZ_KK342420.1.cluster033	8152
NZ_KK342459.1.cluster024	8152
NZ_KK342468.1.cluster021	8152
NZ_KK350906.1.cluster036	8152
NZ_KK350910.1.cluster036	8152
NZ_KK350915.1.cluster036	8152
NZ_KK350919.1.cluster030	8152
NZ_KK350923.1.cluster042	8152
NZ_KK350964.1.cluster036	8152
NZ_KK350970.1.cluster012	8152
NZ_KK350997.1.cluster026	8152
NZ_KK351777.1.cluster037	8152
NZ_KK351780.1.cluster036	8152
NZ_KK353152.1.cluster029	8152
NZ_KK353165.1.cluster036	8152
NZ_KK353220.1.cluster036	8152
NZ_KK353232.1.cluster025	8152
NZ_KK353248.1.cluster031	8152
NZ_KK353267.1.cluster037	8152
NZ_KK353271.1.cluster036	8152
NZ_KK353275.1.cluster036	8152
NZ_KK353300.1.cluster036	8152
NZ_KK353318.1.cluster036	8152
NZ_KK353321.1.cluster036	8152
NZ_KK353329.1.cluster036	8152
NZ_KK353334.1.cluster036	8152
NZ_KK353350.1.cluster036	8152
NZ_KK353354.1.cluster023	8152
NZ_KK353363.1.cluster036	8152
NZ_KK353365.1.cluster036	8152
NZ_KK353374.1.cluster039	8152
NZ_KK353380.1.cluster036	8152
NZ_KK353383.1.cluster036	8152
NZ_KK353386.1.cluster030	8152
NZ_KK353389.1.cluster036	8152
NZ_KK353392.1.cluster030	8152
NZ_KK353400.1.cluster036	8152
NZ_KK354063.1.cluster031	8152
NZ_KK354080.1.cluster037	8152
NZ_KK354094.1.cluster030	8152
NZ_KK354227.1.cluster030	8152
NZ_KK354233.1.cluster036	8152
NZ_KK354240.1.cluster036	8152
NZ_KK354244.1.cluster036	8152
NZ_KK354246.1.cluster036	8152
NZ_KK354255.1.cluster012	8152
NZ_KK354268.1.cluster014	8152
NZ_KK354274.1.cluster016	8152
NZ_KK354297.1.cluster036	8152
NZ_KK354314.1.cluster017	8152
NZ_KK354341.1.cluster036	8152
NZ_KK354345.1.cluster036	8152
NZ_KK354350.1.cluster016	8152
NZ_KK354361.1.cluster030	8152
NZ_KK354446.1.cluster036	8152
NZ_KK354472.1.cluster030	8152
NZ_KK354479.1.cluster030	8152
NZ_KK354486.1.cluster012	8152
NZ_KK354504.1.cluster030	8152
NZ_KK354509.1.cluster036	8152
NZ_KK354515.1.cluster006	8152
NZ_KK354539.1.cluster030	8152
NZ_KK354547.1.cluster036	8152
NZ_KK354551.1.cluster027	8152
NZ_KK354640.1.cluster020	8152
NZ_KK354715.1.cluster036	8152
NZ_KK354719.1.cluster014	8152
NZ_KK354739.1.cluster030	8152
NZ_KK354767.1.cluster017	8152
NZ_KK354779.1.cluster003	8152
NZ_KK354807.1.cluster010	8152
NZ_KK354825.1.cluster016	8152
NZ_KK354831.1.cluster030	8152
NZ_KK354837.1.cluster036	8152
NZ_KK354844.1.cluster021	8152
NZ_KK354881.1.cluster036	8152
NZ_KK354926.1.cluster036	8152
NZ_KK354966.1.cluster016	8152
NZ_KK355013.1.cluster012	8152
NZ_KK355072.1.cluster022	8152
NZ_KK355221.1.cluster036	8152
NZ_KK355226.1.cluster012	8152
NZ_KK355238.1.cluster036	8152
NZ_KK355285.1.cluster012	8152
NZ_KK355296.1.cluster024	8152
NZ_KK355346.1.cluster030	8152
NZ_KK355353.1.cluster036	8152
NZ_KK355358.1.cluster034	8152
NZ_KK355415.1.cluster012	8152
NZ_KK355428.1.cluster012	8152
NZ_KK355732.1.cluster030	8152
NZ_KK355761.1.cluster036	8152
NZ_KK355846.1.cluster015	8152
NZ_KK355853.1.cluster019	8152
NZ_KK355876.1.cluster036	8152
NZ_KK355880.1.cluster030	8152
NZ_KK355887.1.cluster012	8152
NZ_KK355891.1.cluster036	8152
NZ_KK355922.1.cluster037	8152
NZ_KK355929.1.cluster036	8152
NZ_KK355939.1.cluster036	8152
NZ_KK355971.1.cluster037	8152
NZ_KK356050.1.cluster036	8152
NZ_KK356130.1.cluster038	8152
NZ_KK356141.1.cluster031	8152
NZ_KK356219.1.cluster037	8152
NZ_KK356227.1.cluster037	8152
NZ_KK356241.1.cluster037	8152
NZ_KK356251.1.cluster037	8152
NZ_KK356332.1.cluster026	8152
NZ_KK356400.1.cluster037	8152
NZ_KK356465.1.cluster037	8152
NZ_KK356472.1.cluster035	8152
NZ_KK356485.1.cluster021	8152
NZ_KK356494.1.cluster028	8152
NZ_KK356498.1.cluster031	8152
NZ_KK356505.1.cluster037	8152
NZ_KK356517.1.cluster035	8152
NZ_KK356564.1.cluster037	8152
NZ_KK356567.1.cluster013	8152
NZ_KK356569.1.cluster017	8152
NZ_KK356651.1.cluster030	8152
NZ_KK356816.1.cluster031	8152
NZ_KK356823.1.cluster031	8152
NZ_KK356885.1.cluster037	8152
NZ_KK356921.1.cluster032	8152
NZ_KK356933.1.cluster037	8152
NZ_KK356944.1.cluster036	8152
NZ_KK356980.1.cluster030	8152
NZ_KK357076.1.cluster030	8152
NZ_KK357081.1.cluster037	8152
NZ_KK357156.1.cluster038	8152
NZ_KK357162.1.cluster037	8152
NZ_KK357261.1.cluster031	8152
NZ_KK357268.1.cluster037	8152
NZ_KK357293.1.cluster037	8152
NZ_KK357319.1.cluster037	8152
NZ_KK357347.1.cluster037	8152
NZ_KK357423.1.cluster022	8152
NZ_KK357579.1.cluster037	8152
NZ_KK357606.1.cluster030	8152
NZ_KK357613.1.cluster012	8152
NZ_KK357663.1.cluster036	8152
NZ_KK357675.1.cluster004	8152
NZ_KK357742.1.cluster037	8152
NZ_KK357746.1.cluster015	8152
NZ_KK357755.1.cluster031	8152
NZ_KK357771.1.cluster045	8152
NZ_KK357789.1.cluster030	8152
NZ_KK357796.1.cluster030	8152
NZ_KK357808.1.cluster042	8152
NZ_KK357828.1.cluster030	8152
NZ_KK357837.1.cluster047	8152
NZ_KK357855.1.cluster019	8152
NZ_KK357885.1.cluster039	8152
NZ_KK357896.1.cluster031	8152
NZ_KK357910.1.cluster036	8152
NZ_KK357917.1.cluster037	8152
NZ_KK357919.1.cluster035	8152
NZ_KK357933.1.cluster023	8152
NZ_KK357943.1.cluster007	8152
NZ_KL404999.1.cluster010	8152
NZ_KL405153.1.cluster023	8152
NZ_KL405224.1.cluster033	8152
NZ_KL405312.1.cluster015	8152
NZ_KL405397.1.cluster030	8152
NZ_KL405488.1.cluster016	8152
NZ_KL405601.1.cluster016	8152
NZ_KL405708.1.cluster036	8152
NZ_KL405800.1.cluster041	8152
NZ_KL405840.1.cluster011	8152
NZ_KL406373.1.cluster007	8152
NZ_KL406377.1.cluster036	8152
NZ_KL406386.1.cluster036	8152
NZ_KL406390.1.cluster011	8152
NZ_KL406475.1.cluster026	8152
NZ_KL406581.1.cluster025	8152
NZ_KL406671.1.cluster022	8152
NZ_KL406836.1.cluster006	8152
NZ_KL407028.1.cluster023	8152
NZ_KL407218.1.cluster030	8152
NZ_KL407308.1.cluster036	8152
NC_000962.3.cluster049	8182
NC_016934.1.cluster048	8182
NC_020089.1.cluster049	8182
NC_021740.1.cluster048	8182
NZ_CM002049.1.cluster049	8182
NZ_CM002050.1.cluster050	8182
NZ_CM002051.1.cluster049	8182
NZ_JJUC01000001.cluster001	8182
NZ_JJXY01000001.cluster033	8182
NZ_JKBC01000001.cluster024	8182
NZ_JLMY01000001.cluster002	8182
NZ_JLYL01000001.cluster005	8182
NZ_KK307203.1.cluster049	8182
NZ_KK308160.1.cluster003	8182
NZ_KK310637.1.cluster003	8182
NZ_KK311824.1.cluster003	8182
NZ_KK314663.1.cluster003	8182
NZ_KK316601.1.cluster045	8182
NZ_KK316614.1.cluster048	8182
NZ_KK316624.1.cluster048	8182
NZ_KK316659.1.cluster042	8182
NZ_KK316676.1.cluster048	8182
NZ_KK316684.1.cluster049	8182
NZ_KK316788.1.cluster045	8182
NZ_KK316797.1.cluster045	8182
NZ_KK316818.1.cluster048	8182
NZ_KK316823.1.cluster048	8182
NZ_KK316833.1.cluster048	8182
NZ_KK316839.1.cluster048	8182
NZ_KK316877.1.cluster049	8182
NZ_KK316975.1.cluster043	8182
NZ_KK316977.1.cluster048	8182
NZ_KK316995.1.cluster048	8182
NZ_KK317015.1.cluster048	8182
NZ_KK317020.1.cluster050	8182
NZ_KK317027.1.cluster001	8182
NZ_KK317034.1.cluster001	8182
NZ_KK317035.1.cluster050	8182
NZ_KK317037.1.cluster049	8182
NZ_KK317040.1.cluster048	8182
NZ_KK317044.1.cluster001	8182
NZ_KK317045.1.cluster001	8182
NZ_KK317046.1.cluster048	8182
NZ_KK317050.1.cluster048	8182
NZ_KK317053.1.cluster049	8182
NZ_KK317056.1.cluster001	8182
NZ_KK317059.1.cluster048	8182
NZ_KK317063.1.cluster049	8182
NZ_KK317072.1.cluster001	8182
NZ_KK317073.1.cluster049	8182
NZ_KK317077.1.cluster048	8182
NZ_KK317083.1.cluster029	8182
NZ_KK317084.1.cluster029	8182
NZ_KK317085.1.cluster005	8182
NZ_KK317720.1.cluster003	8182
NZ_KK318705.1.cluster001	8182
NZ_KK318706.1.cluster001	8182
NZ_KK318707.1.cluster003	8182
NZ_KK318935.1.cluster003	8182
NZ_KK319462.1.cluster003	8182
NZ_KK319834.1.cluster001	8182
NZ_KK321050.1.cluster001	8182
NZ_KK321117.1.cluster001	8182
NZ_KK321118.1.cluster001	8182
NZ_KK321197.1.cluster001	8182
NZ_KK321350.1.cluster001	8182
NZ_KK321410.1.cluster001	8182
NZ_KK321411.1.cluster001	8182
NZ_KK321412.1.cluster042	8182
NZ_KK321418.1.cluster043	8182
NZ_KK321425.1.cluster041	8182
NZ_KK321431.1.cluster042	8182
NZ_KK321440.1.cluster005	8182
NZ_KK321519.1.cluster048	8182
NZ_KK321524.1.cluster026	8182
NZ_KK321540.1.cluster048	8182
NZ_KK321552.1.cluster028	8182
NZ_KK321556.1.cluster007	8182
NZ_KK321730.1.cluster048	8182
NZ_KK321739.1.cluster048	8182
NZ_KK321818.1.cluster042	8182
NZ_KK321905.1.cluster048	8182
NZ_KK321911.1.cluster048	8182
NZ_KK321916.1.cluster048	8182
NZ_KK321999.1.cluster028	8182
NZ_KK322153.1.cluster050	8182
NZ_KK322160.1.cluster044	8182
NZ_KK322169.1.cluster049	8182
NZ_KK322261.1.cluster048	8182
NZ_KK322269.1.cluster048	8182
NZ_KK322277.1.cluster028	8182
NZ_KK322280.1.cluster048	8182
NZ_KK322452.1.cluster048	8182
NZ_KK322458.1.cluster047	8182
NZ_KK322469.1.cluster047	8182
NZ_KK322473.1.cluster038	8182
NZ_KK322490.1.cluster029	8182
NZ_KK322500.1.cluster045	8182
NZ_KK322507.1.cluster035	8182
NZ_KK322508.1.cluster046	8182
NZ_KK322511.1.cluster048	8182
NZ_KK322516.1.cluster049	8182
NZ_KK322520.1.cluster048	8182
NZ_KK322528.1.cluster046	8182
NZ_KK322546.1.cluster045	8182
NZ_KK322552.1.cluster044	8182
NZ_KK322558.1.cluster041	8182
NZ_KK322562.1.cluster029	8182
NZ_KK322582.1.cluster038	8182
NZ_KK322593.1.cluster050	8182
NZ_KK322595.1.cluster033	8182
NZ_KK322616.1.cluster047	8182
NZ_KK322619.1.cluster048	8182
NZ_KK322625.1.cluster047	8182
NZ_KK322628.1.cluster050	8182
NZ_KK322636.1.cluster048	8182
NZ_KK322640.1.cluster050	8182
NZ_KK322643.1.cluster049	8182
NZ_KK322657.1.cluster047	8182
NZ_KK322664.1.cluster048	8182
NZ_KK322667.1.cluster049	8182
NZ_KK322672.1.cluster046	8182
NZ_KK322677.1.cluster024	8182
NZ_KK322692.1.cluster049	8182
NZ_KK322706.1.cluster023	8182
NZ_KK322726.1.cluster043	8182
NZ_KK322751.1.cluster049	8182
NZ_KK322753.1.cluster045	8182
NZ_KK322763.1.cluster042	8182
NZ_KK322769.1.cluster038	8182
NZ_KK322782.1.cluster037	8182
NZ_KK322786.1.cluster040	8182
NZ_KK322791.1.cluster043	8182
NZ_KK322817.1.cluster048	8182
NZ_KK322823.1.cluster042	8182
NZ_KK322849.1.cluster048	8182
NZ_KK322858.1.cluster043	8182
NZ_KK322865.1.cluster048	8182
NZ_KK322867.1.cluster005	8182
NZ_KK322893.1.cluster005	8182
NZ_KK323423.1.cluster002	8182
NZ_KK323496.1.cluster012	8182
NZ_KK323792.1.cluster007	8182
NZ_KK324058.1.cluster034	8182
NZ_KK324067.1.cluster048	8182
NZ_KK324072.1.cluster001	8182
NZ_KK324073.1.cluster001	8182
NZ_KK324152.1.cluster001	8182
NZ_KK324331.1.cluster001	8182
NZ_KK324415.1.cluster003	8182
NZ_KK324487.1.cluster020	8182
NZ_KK324541.1.cluster003	8182
NZ_KK325005.1.cluster001	8182
NZ_KK325217.1.cluster009	8182
NZ_KK325267.1.cluster018	8182
NZ_KK325968.1.cluster005	8182
NZ_KK326006.1.cluster028	8182
NZ_KK326313.1.cluster035	8182
NZ_KK327053.1.cluster021	8182
NZ_KK327213.1.cluster019	8182
NZ_KK327460.1.cluster018	8182
NZ_KK327492.1.cluster009	8182
NZ_KK327611.1.cluster042	8182
NZ_KK327620.1.cluster048	8182
NZ_KK327698.1.cluster037	8182
NZ_KK327704.1.cluster048	8182
NZ_KK327710.1.cluster035	8182
NZ_KK327723.1.cluster046	8182
NZ_KK327730.1.cluster048	8182
NZ_KK327737.1.cluster049	8182
NZ_KK327738.1.cluster048	8182
NZ_KK327749.1.cluster048	8182
NZ_KK327755.1.cluster047	8182
NZ_KK327758.1.cluster047	8182
NZ_KK327763.1.cluster005	8182
NZ_KK327765.1.cluster046	8182
NZ_KK327768.1.cluster048	8182
NZ_KK327774.1.cluster001	8182
NZ_KK327775.1.cluster049	8182
NZ_KK327776.1.cluster001	8182
NZ_KK327777.1.cluster026	8182
NZ_KK327779.1.cluster001	8182
NZ_KK327780.1.cluster047	8182
NZ_KK327785.1.cluster047	8182
NZ_KK327793.1.cluster005	8182
NZ_KK327794.1.cluster001	8182
NZ_KK327795.1.cluster001	8182
NZ_KK327796.1.cluster001	8182
NZ_KK327797.1.cluster001	8182
NZ_KK327798.1.cluster001	8182
NZ_KK327799.1.cluster001	8182
NZ_KK327800.1.cluster048	8182
NZ_KK327802.1.cluster045	8182
NZ_KK327807.1.cluster001	8182
NZ_KK327808.1.cluster001	8182
NZ_KK327813.1.cluster002	8182
NZ_KK327817.1.cluster005	8182
NZ_KK327818.1.cluster005	8182
NZ_KK327819.1.cluster001	8182
NZ_KK327821.1.cluster005	8182
NZ_KK327822.1.cluster001	8182
NZ_KK327823.1.cluster049	8182
NZ_KK327831.1.cluster026	8182
NZ_KK327832.1.cluster005	8182
NZ_KK327835.1.cluster001	8182
NZ_KK327838.1.cluster001	8182
NZ_KK327839.1.cluster005	8182
NZ_KK327845.1.cluster048	8182
NZ_KK327850.1.cluster048	8182
NZ_KK327854.1.cluster005	8182
NZ_KK327855.1.cluster046	8182
NZ_KK327868.1.cluster045	8182
NZ_KK327880.1.cluster048	8182
NZ_KK327888.1.cluster048	8182
NZ_KK327940.1.cluster005	8182
NZ_KK327957.1.cluster001	8182
NZ_KK327963.1.cluster005	8182
NZ_KK327964.1.cluster048	8182
NZ_KK327973.1.cluster047	8182
NZ_KK327986.1.cluster029	8182
NZ_KK327996.1.cluster049	8182
NZ_KK328041.1.cluster048	8182
NZ_KK328055.1.cluster049	8182
NZ_KK328070.1.cluster048	8182
NZ_KK328077.1.cluster046	8182
NZ_KK328092.1.cluster049	8182
NZ_KK328101.1.cluster048	8182
NZ_KK328103.1.cluster005	8182
NZ_KK328105.1.cluster048	8182
NZ_KK328107.1.cluster005	8182
NZ_KK328183.1.cluster049	8182
NZ_KK328188.1.cluster049	8182
NZ_KK328200.1.cluster050	8182
NZ_KK328241.1.cluster048	8182
NZ_KK328260.1.cluster005	8182
NZ_KK328270.1.cluster049	8182
NZ_KK328286.1.cluster026	8182
NZ_KK328288.1.cluster046	8182
NZ_KK328295.1.cluster048	8182
NZ_KK328322.1.cluster045	8182
NZ_KK328324.1.cluster046	8182
NZ_KK328341.1.cluster048	8182
NZ_KK328356.1.cluster049	8182
NZ_KK328370.1.cluster005	8182
NZ_KK328378.1.cluster005	8182
NZ_KK328379.1.cluster005	8182
NZ_KK328380.1.cluster005	8182
NZ_KK328381.1.cluster005	8182
NZ_KK328383.1.cluster001	8182
NZ_KK328406.1.cluster049	8182
NZ_KK328412.1.cluster048	8182
NZ_KK328417.1.cluster045	8182
NZ_KK328423.1.cluster048	8182
NZ_KK328434.1.cluster045	8182
NZ_KK328438.1.cluster048	8182
NZ_KK328445.1.cluster050	8182
NZ_KK328467.1.cluster045	8182
NZ_KK328500.1.cluster039	8182
NZ_KK328726.1.cluster043	8182
NZ_KK329069.1.cluster002	8182
NZ_KK329468.1.cluster002	8182
NZ_KK332603.1.cluster003	8182
NZ_KK333037.1.cluster008	8182
NZ_KK338323.1.cluster002	8182
NZ_KK338855.1.cluster048	8182
NZ_KK338859.1.cluster048	8182
NZ_KK338861.1.cluster027	8182
NZ_KK338904.1.cluster048	8182
NZ_KK338907.1.cluster046	8182
NZ_KK338911.1.cluster048	8182
NZ_KK338913.1.cluster041	8182
NZ_KK338921.1.cluster046	8182
NZ_KK338962.1.cluster028	8182
NZ_KK339081.1.cluster043	8182
NZ_KK339087.1.cluster039	8182
NZ_KK339110.1.cluster048	8182
NZ_KK339124.1.cluster048	8182
NZ_KK339126.1.cluster045	8182
NZ_KK339133.1.cluster048	8182
NZ_KK339137.1.cluster033	8182
NZ_KK339141.1.cluster045	8182
NZ_KK339149.1.cluster048	8182
NZ_KK339190.1.cluster049	8182
NZ_KK339192.1.cluster048	8182
NZ_KK339196.1.cluster047	8182
NZ_KK339242.1.cluster045	8182
NZ_KK339262.1.cluster048	8182
NZ_KK339266.1.cluster048	8182
NZ_KK339277.1.cluster048	8182
NZ_KK339295.1.cluster045	8182
NZ_KK339303.1.cluster048	8182
NZ_KK339308.1.cluster049	8182
NZ_KK339323.1.cluster022	8182
NZ_KK339326.1.cluster044	8182
NZ_KK339334.1.cluster048	8182
NZ_KK339339.1.cluster048	8182
NZ_KK339346.1.cluster044	8182
NZ_KK339357.1.cluster048	8182
